Act Name,Page Types,Likes,Page Created,Facebook,Instagram,Twitter,Spotify,SoundCloud,Bandcamp,YouTube,Email,Website,Phone,Image,Address,Story,about,price range,artists we also like,general information,public transit,founding date,impressum,attire,culinary team,mission,company overview,products,awards,band interests,personal interests,general manager,hometown,press contact,booking agent,affiliation,personal information,genre,accessibility info,biography,gender,network,,influences,current location,record label,band members,members,release date,season,plot outline,schedule,directed by,written by,starring
Nancy O's restaurant,Restaurant | Bar | Live Music Venue,9734,9-May-10,Nancyospg,,,,,,,contact@nancyos.ca,http://www.nancyos.ca,(250) 562-8066,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/93994275_3121170874570299_2763386579631210496_n.png?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=KoVUPlJc5sQAX-e4YqO&_nc_ht=scontent.fybz2-1.fna&oh=88a2f1cfb53d5151f767d87fe7c4a9f9&oe=5EE4B779,"1261 3rd avenue Prince George, British Columbia ",,http://www.nancyos.ca   Open at 11am Mon-Fri       10am Sat/Sun,,,,,,,Casual,,,,,,,,,,,,,,,,,,,"Our goal is to create a  place where ""the good life"" can unfold naturally. We are a small, 60 seat, adult only restaurant that focuses on the highest quality fo...od (keep an eye out for farmers dropping off freshly cut produce!), interesting beers and cocktails (60+ beers from around the world), and live entertainment (150+ shows per year), all in a relaxing atmosphere. A place where you can be yourself, rub shoulders with 19 year olds to 90 year olds, people on first dates and regulars, friends, and family! See Moreod (keep an eye out for farmers dropping off freshly cut produce!), interesting beers and cocktails (60+ beers from around the world), and live entertainment (150+ shows per year), all in a relaxing atmosphere. A place where you can be yourself, rub shoulders with 19 year olds to 90 year olds, people on first dates and regulars, friends, and family!",,,,,,,,,,,,
The Narrow Lounge,Lounge | Dive Bar | Speakeasy,1938,24-Nov-10,NarrowLounge,,,,,,,rachel@narrowlounge.com,http://narrowlounge.com,(778) 737-5206,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/75226447_2753977407981075_8095441362100420608_n.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=GKvUM-QBN08AX-ZNAE4&_nc_ht=scontent.fybz2-1.fna&oh=ad74383f1f8b596faa6812ccbed56ab2&oe=5EE56B45,"1898 Main Street Vancouver, British Columbia ",,New Winter Food Menu Launching. Come try our fresh daily soups!,,,,,,,,,,,,,,,Rachel Zottenberg 604 839 5780,,,,,,,,,,,,,,,,,,,,,,,
Nashwaak MusicFest,Live Music Venue | Event Space,3864,19-Mar-12,NashwaakMusicFest,https://www.instagram.com/nashwaakmusicfest/,,,,,,info@nashwaakmusicfestival.com,http://www.nashwaakmusicfestival.com,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/73234808_2455274941225506_3375630723112239104_n.jpg?_nc_cat=110&_nc_sid=6e5ad9&_nc_ohc=kHcRcuyc98IAX9uNqno&_nc_ht=scontent.fybz2-1.fna&oh=4c4e00c2880d10dff961718c65cbe3f8&oe=5EE4447B,"Rte 107 Nashwaak Bridge, New Brunswick ",,Variety of music over 3 days NB DAY WEEKEND Annually,,,,,,,,,,,,,,,,,,,,,,,,,,"Enjoy 3 Days and Nights of Music NB DAY LONG WEEKEND for the Nashwaak Musicfest.  Free Camping. Free Parking, Bring your Lawnchair. Artist Village, Jam Tent, Quiet Camping, Swimming, Crafts, Prizes, Food Vendors, and Kids under 12 get in free!! Food, Fun, and Music all weekend long.",,,,,,,,,,,,
National Music Centre,Performance & Event Venue | Museum | Landmark & Historical Place,14249,30-Mar-11,NationalMusicCentre,,,,,,,info@studiobell.ca,http://studiobell.ca,(403) 543-5115,https://video.fybz2-2.fna.fbcdn.net/v/t39.24130-2/10000000_349222819370564_7937285223310695687_n.mp4?_nc_cat=104&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=8HNV5i_s-vEAX8rZxqC&_nc_ht=video.fybz2-2.fna&oh=b5b0d507e89e8a945391492e8bdbfab9&oe=5EE31C6F,"850 - 4 Street SE Calgary, Alberta ",,"The National Music Centre amplifies the love, sharing and understanding of music through preserving a historic collection, public education programs, performances, developing new music with artists, and fostering Canada's musical community.",,,Studio Bell is now open for public viewing. Daily tours are at 2:00 pm.,The City Hall C-Train station is located behind Studio Bell. Bike parking is available along 4 Street.,,,,,,,,,,,,,,,,,,,,,,"The National Music Centre is located at Studio Bell.  At Studio Bell you can explore five floors of exhibitions that tell the story of music in Canada. Come cel...ebrate music icons at the Canadian Halls of Fame, rock out with our interactive instrument installations and sing along in our vocal booths! See Moreebrate music icons at the Canadian Halls of Fame, rock out with our interactive instrument installations and sing along in our vocal booths!",,,,,,,,,,,,
Neat Coffee Shop,Restaurant | Coffee Shop | Live Music Venue,7469,27-Jan-09,NeatCoffeeShop,,https://twitter.com/neatcoffeeshop,,,,,neatmusicandcoffee@gmail.com,http://neatmusicandcoffee.ca,613-433-9960,https://scontent.fybz2-2.fna.fbcdn.net/v/t31.0-8/19943021_10154593631371479_5047826345760261343_o.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=ZaWCeBpkj9AAX9nE8Nt&_nc_ht=scontent.fybz2-2.fna&oh=ad38d844640037ed38a355e0b94905a7&oe=5EE4383D,"1715 Calabogie Road, Burnstown, Ontario, K0J 1 G0 ",,"Equal parts music, food, coffee, gardens and community.",,,,Taxi,,,Casual,,,,Wood Fired Pizza Homestyle Cooking Live Music... Espresso/Coffee Baked Goods Licensed Bar See More Espresso/Coffee Baked Goods Licensed Bar,,,,Mark Enright Bill Virgin Scot Wilson,,,,,,,,,,,"Equal parts music, food, coffee, gardens and community.",,,,,,,,,,,,
Neighbours' Corner Pub,Pub | Live Music Venue,517,12-Feb-16,Neighbours-Corner-Pub-552921034910207,,,,,,,neighbourscornerpub@gmail.com,,(403) 823-9669,https://scontent.fybz2-1.fna.fbcdn.net/v/t31.0-8/13443050_608274409374869_4736430425545652193_o.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=l_hx3vxNjOIAX_k5TLT&_nc_ht=scontent.fybz2-1.fna&oh=b6fe828a038aa0e8a0c6a2338874e8c2&oe=5EE3B8FF,"190 Railway Ave. West Drumheller, Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"We are a small pub specializing in fresh donairs, Beef and Chicken, from open until close. Dine-in or Take-out :) We have Ladies Night every Thursday, Karaoke F...ridays, and All Request DJ Night on Saturday. Come in for daily drink specials, $6 wings on Tuesday evenings eat in only , $6 donairs Wednesday evening eat in only. Subscribe to our page to get updates on live entertainment.  We are dedicated to making sure you enjoy your time in the pub. So come down, say Hi and enjoy a drink or a delicious donair. See Moreridays, and All Request DJ Night on Saturday. Come in for daily drink specials, $6 wings on Tuesday evenings eat in only , $6 donairs Wednesday evening eat in only. Subscribe to our page to get updates on live entertainment.  We are dedicated to making sure you enjoy your time in the pub. So come down, say Hi and enjoy a drink or a delicious donair.",,,,,,,,,,,,
Nelly's Pub,Pub,2731,20-Dec-16,nellyspub,,,,,,,info@northwoodplaza.ca,http://northwoodplaza.ca,(250) 563-0456,https://scontent.fybz2-2.fna.fbcdn.net/v/t1.0-9/96147969_2652329835040620_5131456045691961344_o.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=cju9jJCfUIYAX_IHDa6&_nc_ht=scontent.fybz2-2.fna&oh=fda1dc06695d3f84d06958f68b11f1d1&oe=5EE59C4D,"2280 Hart Hwy Prince George, British Columbia ",,Your neighborhood Pub / Bar Serving great pub food - free pool everyday ... - dart boards open everyday - LIVE music every Weekend - EVENTS See More - dart boards open everyday - LIVE music every Weekend - EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Brunswick Cultural Center,Performance & Event Venue | Nonprofit Organization | Community Organization,1437,30-Jul-09,NewBrunswickCulturalCenter,,,,,,,info@newbrunswickarts.org,http://www.newbrunswickarts.org,+1 732-247-7200,https://scontent.fybz2-2.fna.fbcdn.net/v/t1.0-9/67179963_10156125186326493_3036484725142192128_o.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=6ok9HeuYphsAX_-XSAi&_nc_ht=scontent.fybz2-2.fna&oh=e61dc41850b22d1e8ad4162278ca47e5&oe=5EE535A3,"7 Livingston Ave New Brunswick, New Jersey ",,"A non-profit umbrella organization working to support, promote and develop the arts, arts education, and community arts engagement in the New Brunswick, NJ",,,,,1982,,,,"To stimulate the cultural development and economic growth of arts and entertainment in New Brunswick through the enhancement, preservation, maintenance and effe...ctive administration of existing and future venues that service the primary constituent base of the New Brunswick Cultural Center and by nurturing viable arts, educational and entertainment organizations that reach the diverse communities of New Brunswick and the region. See Morective administration of existing and future venues that service the primary constituent base of the New Brunswick Cultural Center and by nurturing viable arts, educational and entertainment organizations that reach the diverse communities of New Brunswick and the region.","New Brunswick is home to some of New Jersey's finest cultural offerings, whether it's a Broadway touring company at the historic State Theatre, a moving drama a...t the George Street Playhouse, the latest choreography from NJ's premiere dance company American Repertory Ballet, a soul-stirring performance at the Tony-Award Winning Crossroads Theatre, or the latest exhibit at the Zimmerli Art Museum, this is the place to find it. See Moret the George Street Playhouse, the latest choreography from NJ's premiere dance company American Repertory Ballet, a soul-stirring performance at the Tony-Award Winning Crossroads Theatre, or the latest exhibit at the Zimmerli Art Museum, this is the place to find it.",,"-2015 NAACP Frederick Douglass Diversity Award - 2011 JerseyArts.com People's Choice Award ""Favorite Downtown Arts District"" - 2010 United States Census Recogni...zed Valued Partner for ""Helping to Paint a New Portrait of America"""" -2008 JerseyArts.com People's Choice Award ""Favorite Downtown Arts District"" See Morezed Valued Partner for ""Helping to Paint a New Portrait of America"""" -2008 JerseyArts.com People's Choice Award ""Favorite Downtown Arts District""",,,,,,,,,,,,,,"Visit our page, to find out about events, exhibits, music performances and any other art happenings in New Brunswick, NJ",,,,,,,,,,,,
New Cross Inn,Live Music Venue,15658,,newcrossinnlondon,,,,,,,@newcrossinn,http://www.newcrossinn.com,+44 20 8469 4382,https://scontent.fybz2-2.fna.fbcdn.net/v/t1.0-9/89961767_3068896279788304_2956243478943629312_n.png?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=bRJbYTxyRCAAX8aIIrj&_nc_ht=scontent.fybz2-2.fna&oh=95d586b0437a5e9b017023eaaa904817&oe=5EE33919,"323 New Cross Road London, United Kingdom ",,LIVE MUSIC VENUE IN SE LONDON - check out our website for listings www.newcrossinn.com & for live updates follow us on Twitter & Instagram @NewCrossInn,,,,,,,,,,,,,,,,,,,,,,,,,,"Gig enquiries: Paul@newcrossinn.com General enquiries: Info@newcrossinn.com ... The New Cross Inn, 323 New Cross Rd, New Cross   Open from 12pm-2am every Monday to Saturday 12pm-12.30am on Sundays  Stations: New Cross Gate-New Cross-Deptford-Deptford Bridge DLR  Busses: 21 36 136 436 171 172 177 53 453 See More The New Cross Inn, 323 New Cross Rd, New Cross   Open from 12pm-2am every Monday to Saturday 12pm-12.30am on Sundays  Stations: New Cross Gate-New Cross-Deptford-Deptford Bridge DLR  Busses: 21 36 136 436 171 172 177 53 453",,,,,,,,,,,,
NewHaūs,Bar,1550,7-May-19,newhaus,,,,,,,,,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/90396203_670354830440013_8081867096486576128_o.jpg?_nc_cat=110&_nc_sid=6e5ad9&_nc_ohc=fnBKVlMrTjAAX8iWuTc&_nc_ht=scontent.fybz2-1.fna&oh=accf3ae3befe270092034cea1dbeb4f8&oe=5EE2C348,"1391 maisonneuve blvd o Montreal, Quebec ",,,,,,,,,Casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Guernica,Dance & Night Club | Bar | DJ,25926,30-Sep-10,NewGuernicaPage,,,,,,,enquiries@newguernica.com.au,http://www.newguernica.com.au,+61 3 9650 4494,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/89941266_3272269102800915_4757146738152701952_o.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=KQv411mSAzgAX_JmsXy&_nc_ht=scontent.fybz2-1.fna&oh=e42cb89a29b4e46d73a98e3da58c8543&oe=5EE563E3,"2/322 Little Collins Street Melbourne, Victoria, Australia ",,"From casual after work drinks to sweaty all night benders, you will never regret our world.",,,,Nearest Train: Flinders St Station,,THURS &gt;&gt; Guerns FRI &gt;&gt; Chiladelphia (from 4pm) + Special Weekly Parties (from 10pm) SAT &gt;&gt; Eat The Beat,Casual,,,,,,,,,,,,,,,,,,,"Step inside to another world,  a world that has established itself into a Melbourne staple, you’ve probably been before, to this constantly evolving, always exc...iting piece of this city’s nightlife, it has hosted some of the worlds finest  international acts’s and turned its local resident acts into legends.  Home to dance parties, dance technique, district and steeplejack, it is a world that is both diverse as it is reliable for a good night out.  From casual after work drinks to sweaty all night benders, you will never regret our world, you will never regret NEW GUERNICA. See Moreiting piece of this city’s nightlife, it has hosted some of the worlds finest  international acts’s and turned its local resident acts into legends.  Home to dance parties, dance technique, district and steeplejack, it is a world that is both diverse as it is reliable for a good night out.  From casual after work drinks to sweaty all night benders, you will never regret our world, you will never regret NEW GUERNICA.",,,,,,,,,,,,
New Moon Folk Club,Live Music Venue,1073,17-May-15,newmoonfolk,,,,,,,info@newmoonfolkclub.com,http://www.newmoonfolkclub.com,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/11140276_1636237999943421_4077485638279795914_n.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=V-RN577Vf-8AX_J2qNE&_nc_ht=scontent.fybz2-1.fna&oh=bbd090433adb9cfd4cee2e2b83ed852a&oe=5EE45DEC,"10819 71 ave Edmonton, Alberta ",,"Live contemporary folk, roots and more in Edmonton!",,,,,,,,,,,,,,,,,,,,,,,,,,"The New Moon Folk Club is dedicated to the presentation of great live folk music in Edmonton.  In 2015, we were saddened by the Full Moon Folk club’s decision t...o close its doors after 30 years. We decided to do something about it, and start a new club! We run the shows in the same venue, with the same great set-up. 'Same folk, new people'!   The club's revival has been a true community effort. We thank all the patrons that supported our crowdfunding campaign in June 2015. We also thank TD Bank Group for sponsoring the club’s first two seasons! See Moreo close its doors after 30 years. We decided to do something about it, and start a new club! We run the shows in the same venue, with the same great set-up. 'Same folk, new people'!   The club's revival has been a true community effort. We thank all the patrons that supported our crowdfunding campaign in June 2015. We also thank TD Bank Group for sponsoring the club’s first two seasons!",,,,,,,,,,,,
New Music Fest,Festival | Live Music Venue,10353,,newmusicfest,,,,,,,info@newmusicfest.ca,http://www.newmusicfest.ca,(705) 242-1067,https://video.fybz2-2.fna.fbcdn.net/v/t39.24130-2/10000000_247014892965329_7917843383751658354_n.mp4?_nc_cat=104&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=zZg76CTRymoAX-oAPqE&_nc_ht=video.fybz2-2.fna&oh=183ee49cf3471e61c5b7c12081bce031&oe=5EE52F28,"900 Paris St Sudbury, Ontario ",,"The 11th annual Budweiser New Music Fest will be offering both a country and rock night as part of the two-day music festival taking place September 14-15, 2018 at Bell Park.",,,"BUDWEISER NEW MUSIC FEST Barrie & Sudbury, ON  www.NewMusicFest.ca",,,,,,,,,,,,,,,,,,,,,,,"Budweiser New Music Fest runs over two consecutive days at Bell Park, Sudbury, ON featuring a range of country and rock artists.",,,,,,,,,,,,
Neworld Theatre,Performance Art Theatre,1352,15-Nov-10,neworldtheatre,,,,,,,info@neworldtheatre.com,http://www.neworldtheatre.com,(604) 602-0007,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/95420062_3046404512093166_4115442782628216832_o.jpg?_nc_cat=101&_nc_sid=6e5ad9&_nc_ohc=lHKUWJhDA8AAX9teOhE&_nc_ht=scontent.fybz2-1.fna&oh=3e840ab65629c69241c1a8e9d19a03c4&oe=5EE323A6,"1422 William Street Vancouver, British Columbia ",,Plays well with others.,,,,,1995,,,,"Neworld uses popular forms to examine our lives in the context of who counts, who doesn’t and what our relationship is to the people we may think we aren’t. Res...ource sharing, creative partnerships and a deep commitment to both the principle and practice of collaboration are central to the work we make. We strive to tell stories that are as complicated and contradictory as the enormously small country we live in. See Moreource sharing, creative partnerships and a deep commitment to both the principle and practice of collaboration are central to the work we make. We strive to tell stories that are as complicated and contradictory as the enormously small country we live in.","Neworld Theatre is an award-winning, Vancouver-based theatre company that creates, produces and tours new plays and performance events.  The company is led by Artistic Director Marcus Youssef and Artistic Producer Adrienne Wong with Managing Producer, Kirsty Munro",How Has My Love Affected You? Winners & Losers Blue Box... The Idiot The Last Days of Judas Iscariot PodPlays Peter Panties Ali & Ali: The Deportation Hearings Are We There Yet?  Mixie and the Halfbreeds  HIVE 2 Nanay  Tideline  My Name is Rachel Corrie No One is Illegal  Crime and Punishment  U.S. Interventions The Adventures of Ali and Ali and the Axes of Evil  The Heretic  An Evening with Richard Rodriguez Placebook  HIVE  Everyone Belly Fish Eyes  Adrift on the Nile  Truth in Testimony The Bloody Cleanup  Asylum of the Universe See More The Idiot The Last Days of Judas Iscariot PodPlays Peter Panties Ali & Ali: The Deportation Hearings Are We There Yet?  Mixie and the Halfbreeds  HIVE 2 Nanay  Tideline  My Name is Rachel Corrie No One is Illegal  Crime and Punishment  U.S. Interventions The Adventures of Ali and Ali and the Axes of Evil  The Heretic  An Evening with Richard Rodriguez Placebook  HIVE  Everyone Belly Fish Eyes  Adrift on the Nile  Truth in Testimony The Bloody Cleanup  Asylum of the Universe,,,,,,,,,,,,,,,"Our mandate is historically rooted in an experience of ethnic and cultural diversity, particularly in relationship to the Middle East. Over the past few seasons... this has broadened into a more comprehensive contention with the central question of human identity, experience and perceptions of difference. Neworld’s founding value since our incorporation in 1994 has been one of diversity and as such we remain committed to providing a platform for multiple artistic voices to wrestle with this notion of difference.  Since 1999, Neworld has won more than 20 Jessie Richardson Theatre Awards (from over 50 nominations), the Alcan Performing Arts Award, the Vancouver Sun Innovation Award, the Seattle Times Footlight Award, and the Canada Council Theatre for Young Audiences Award.   Our shows have been presented by major festivals including the Magnetic North Theatre Festival (Canada's premiere English‐language theatre festival), the PuSh International Performing Arts Festival, and our work has toured locally and to On The Boards in Seattle, WA and the 2008 International Festival of Authors, Brno, Czech Republic. Toured works include include Ali and Ali and the aXes of Evil, Mixie and the Halfbreeds, Adrift, Crime and Punishment and Asylum of the Universe.  In 2009, Neworld also co-founded PL 1422 a cultural hub in East Vancouver co-managed with three other indie theatre companies. Our largest collaborative effort (between 11 organizations) is the Obstructions series, which continues from last season. Inspired in part by The Five Obstructions by Jørgen Leth and Lars Von Trier, Obstructions calls for thoughtful discussions of each company’s individual tendencies toward form, place, style, theme, design, period, and story. Based on this conversation, the core artists of each participating company are given a list of obstructions that prompt them to adapt a new approach to making theatre. (http://progresslab.ca/)  In addition to our mainstage productions, Neworld produces a range of events, from cabaret nights to live readings to public lectures and interviews. We also work closely with community groups, pairing professional artists with non-professionals from different communities to help them create performances that address their self-defined aspirations and concerns.  Neworld is cited by both the National Post and the Globe and Mail as one of the companies driving the nationally recognized renaissance in independent Vancouver theatre   History Neworld Theatre was founded by Artistic Producer Camyar Chai, who conceived the company while at the University of British Columbia, with co-conspirators Mara Coward and Tom Scholte.  Initially, productions were primarily folk-style adaptations of classical Iranian texts and/or myths, reflecting both Camyar's cultural background and the sizeable population of Persian Canadians in the Lower Mainland of Vancouver. These shows developed a strong following in the Iranian-Canadian community, regularly selling out the 250 seat Vancouver East Cultural Centre. Early productions included Love, Quest and Evening in a Strange Land.  Numerous productions of the multiple-award winning plays about Mordecai Vanunu by Camyar Chai and Mara Coward, and a national tour of the show with Rumble Productions (www.rumble.org), marked the company's first foray into non-didactic, politically-engaged productions and national touring, both of which have become company signatures.  Devil Box Cabaret (1999), a site-specific collective creation based on the play The Four Boxes by Iranian writer Bahram Beyzaee, marked both a move toward a more hybridized performance style and Neworld's full emergence as a significant company in the independent theatre scene. Winning numerous awards and selling out its run, Devil Box anticipated the move to site-specific work that has dominated recent independent Vancouver theatre.  For the next three years (1999 – 2002) the company produced the Leaky Heaven Circus. What was meant to be a 'one-off' millennium project became a four-show phenomenon that culminated in the formation of a new company, The Leaky Heaven Performance Society (www.leakyheaven.com).  In 2005, longtime Neworld associate Marcus Youssef became an Artistic Producer, and Adrienne Wong joined as co-artistic producer soon after. In 2007, Camyar took on a new challenge as Executive Director of Leave Out Violence (LOVE) BC, and Marcus and Adrienne engaged Managing Producer Kirsty Munro.  Since then, Camyar moved on the position as artistic coordinator of the Richmond Cultural Centre. At Neworld, Marcus is now artistic director with Adrienne Wong as artistic producer and Kirsty as managing producer.  The company continues its tradition of collaboration and commitment to exploring difference from multiple perspectives and voices. See More this has broadened into a more comprehensive contention with the central question of human identity, experience and perceptions of difference. Neworld’s founding value since our incorporation in 1994 has been one of diversity and as such we remain committed to providing a platform for multiple artistic voices to wrestle with this notion of difference.  Since 1999, Neworld has won more than 20 Jessie Richardson Theatre Awards (from over 50 nominations), the Alcan Performing Arts Award, the Vancouver Sun Innovation Award, the Seattle Times Footlight Award, and the Canada Council Theatre for Young Audiences Award.   Our shows have been presented by major festivals including the Magnetic North Theatre Festival (Canada's premiere English‐language theatre festival), the PuSh International Performing Arts Festival, and our work has toured locally and to On The Boards in Seattle, WA and the 2008 International Festival of Authors, Brno, Czech Republic. Toured works include include Ali and Ali and the aXes of Evil, Mixie and the Halfbreeds, Adrift, Crime and Punishment and Asylum of the Universe.  In 2009, Neworld also co-founded PL 1422 a cultural hub in East Vancouver co-managed with three other indie theatre companies. Our largest collaborative effort (between 11 organizations) is the Obstructions series, which continues from last season. Inspired in part by The Five Obstructions by Jørgen Leth and Lars Von Trier, Obstructions calls for thoughtful discussions of each company’s individual tendencies toward form, place, style, theme, design, period, and story. Based on this conversation, the core artists of each participating company are given a list of obstructions that prompt them to adapt a new approach to making theatre. (http://progresslab.ca/)  In addition to our mainstage productions, Neworld produces a range of events, from cabaret nights to live readings to public lectures and interviews. We also work closely with community groups, pairing professional artists with non-professionals from different communities to help them create performances that address their self-defined aspirations and concerns.  Neworld is cited by both the National Post and the Globe and Mail as one of the companies driving the nationally recognized renaissance in independent Vancouver theatre   History Neworld Theatre was founded by Artistic Producer Camyar Chai, who conceived the company while at the University of British Columbia, with co-conspirators Mara Coward and Tom Scholte.  Initially, productions were primarily folk-style adaptations of classical Iranian texts and/or myths, reflecting both Camyar's cultural background and the sizeable population of Persian Canadians in the Lower Mainland of Vancouver. These shows developed a strong following in the Iranian-Canadian community, regularly selling out the 250 seat Vancouver East Cultural Centre. Early productions included Love, Quest and Evening in a Strange Land.  Numerous productions of the multiple-award winning plays about Mordecai Vanunu by Camyar Chai and Mara Coward, and a national tour of the show with Rumble Productions (www.rumble.org), marked the company's first foray into non-didactic, politically-engaged productions and national touring, both of which have become company signatures.  Devil Box Cabaret (1999), a site-specific collective creation based on the play The Four Boxes by Iranian writer Bahram Beyzaee, marked both a move toward a more hybridized performance style and Neworld's full emergence as a significant company in the independent theatre scene. Winning numerous awards and selling out its run, Devil Box anticipated the move to site-specific work that has dominated recent independent Vancouver theatre.  For the next three years (1999 – 2002) the company produced the Leaky Heaven Circus. What was meant to be a 'one-off' millennium project became a four-show phenomenon that culminated in the formation of a new company, The Leaky Heaven Performance Society (www.leakyheaven.com).  In 2005, longtime Neworld associate Marcus Youssef became an Artistic Producer, and Adrienne Wong joined as co-artistic producer soon after. In 2007, Camyar took on a new challenge as Executive Director of Leave Out Violence (LOVE) BC, and Marcus and Adrienne engaged Managing Producer Kirsty Munro.  Since then, Camyar moved on the position as artistic coordinator of the Richmond Cultural Centre. At Neworld, Marcus is now artistic director with Adrienne Wong as artistic producer and Kirsty as managing producer.  The company continues its tradition of collaboration and commitment to exploring difference from multiple perspectives and voices.",,,,,,,,,,,,
Newspeak,Dance & Night Club | Live Music Venue,23961,13-Jan-15,newspeakmtl,,,,,,,info@iloveneon.ca,http://www.newspeakmtl.com,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/91285218_2514706518635291_1741036487459209216_o.jpg?_nc_cat=110&_nc_sid=6e5ad9&_nc_ohc=MnhgksbZQdoAX9uQWmc&_nc_ht=scontent.fybz2-1.fna&oh=e92c0a91e9d50fc9b7e64900033435c5&oe=5EE651C8,"1403 Sainte Élisabeth Montreal, Quebec ",,"Big Brother is watching you, but that doesn't mean you shouldn't try to hide...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT!,Lounge | Dance & Night Club,27044,15-Jul-09,NextNightclub,,,,,,,lydia@destroyalllines.com,http://www.destroyalllines.com,+61 3 9330 1125,https://video.fybz2-2.fna.fbcdn.net/v/t43.1792-2/13686459_594356297412446_1113218241_n.mp4?_nc_cat=105&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9oZCJ9&_nc_ohc=P3ENuTsip8wAX_6uhX1&_nc_ht=video.fybz2-2.fna&oh=d19d3df85b71f467981885840863c74d&oe=5EBF0DBD,"Corner King & Lonsdale Streets Melbourne, Victoria, Australia ",,NEXT - Melbourne's Alternative Party Home  Every Thursday Night from 2005-2015  BACK BY POPULAR DEMAND 2016 Select Fridays Only!! 4 events per year!!,,,,,,,Casual,,,,,,,,Destroy All Lines,,,,,,,,,,,NEXT - Melbourne's Alternative Party Home  Every Thursday Night from 2005-2015  BACK BY POPULAR DEMAND 2016 Select Fridays Only!! 4 events per year!!,,,,,,,,,,,,
Nickelodeon Music Club,Performance Art Theatre | Nonprofit Organization | Community Organization,676,29-Jan-13,NickelodeonMusicClub,,,,,,,info@thenick.ca,http://www.thenick.ca/new,(403) 284-4384,https://scontent.fybz2-2.fna.fbcdn.net/v/t1.0-9/92003520_2875787855835576_6123138817240072192_n.jpg?_nc_cat=106&_nc_sid=6e5ad9&_nc_ohc=muQCiJltuT0AX8QaxDh&_nc_ht=scontent.fybz2-2.fna&oh=cdb6d00b63cca2fccf826c4aeac2a531&oe=5EE4E5E8,"Crescent Heights Community Hall, 1101 2nd St. N.W. Calgary, Alberta ",,"Nickelodeon Music Club - a non-profit organization that presents folk, roots, blues & world music concerts. Come for music & stay for the cake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightowl Toronto,Bar | Live Music Venue,13216,,nightowlto,,,,,,,braden@nightowltoronto.com,http://www.nightowltoronto.com,(647) 927-4321,https://scontent.fybz2-2.fna.fbcdn.net/v/t1.0-9/61404000_2223000261121329_7210006284634947584_o.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=KMsbVhSgKAQAX9bTUD5&_nc_ht=scontent.fybz2-2.fna&oh=cb288dfa99902318e4177fe39e42a065&oe=5EE4E60B,"647 College Street Toronto, Ontario ",,#thenightisyours  IG: @nightowlto  FOOD | DRINKS | LIVE MUSIC | GAMES,,,,,31-Jul-15,,,Chef Aaron Okada,,,Food | Drinks | Live Music | Games,,,,,,,,,,,,,,,FOOD | DRINKS| LIVE MUSIC | GAMES 647 College Street,,,,,,,,,,,,
